Akm Tours Company Limited|အေကေအမ် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3099/2012-2013|24-10-2020||
Marrier Travel & Tour Company Limited|မာရီယာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3046/2012-2013|22-10-2017||
Myanmar Top Choice Travels & Tours Company Limited|မြန်မာ တော့(ပ်) ချွိုက် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3008/2012-2013|18-10-2017||
Myanmar Puppet Travels & Tours Company Limited.|မြန်မာရုပ်သေးရုပ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|3020/2012-2013|21-10-2017||
Myanmar Bora Bora Travel & Tours Company Limited.|မြန်မာဘောရာဘောရာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2976 /2012-2013|17-10-2017||
Shang Kown Kham Travels & Tours Company Limited|ရှဲန်ကောင်ခမ်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2973 /2012-2013|17-10-2020||
Yangon Green Land Travels & Tours Company Limited|အစိမ်းရောင် ရန်ကုန် နယ်မြေ ခရီးသွား ကုမ္ပဏီ လီမိတက်|2936/2012-2013|15-10-2020||
Trip Idol Travels & Tours Company Limited|ခရီးချစ်သူ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3700/2012-2013|05-12-2017||
Green Myanmar Travels & Tours Company Limited|ဂရင်းမြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3068/2012-2013|23-10-2020||
Thar Lun Minn Travel & Tours Company Limited|သာလွန်မင်းခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3004/2012-2013|18-10-2015||
Sein Thiha Travel & Tours Company Limited|စိန်သီဟခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|2680/2012-2013|30-09-2020||
Shwe Thin Makkah Travels & Tours Company Limited|ရွှေသင်းမက္ကာ ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2933/2012-2013|15-10-2017||
Royal Peacock Travels & Tours Company Limited|တော်ဝင် ဥဒေါင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်||||
Wellspring Of Power Travels & Tours Company Limited|ဣဒ္ဓီပါ(ဒ်) ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3110/2012-2013|25-10-2020||
Business Plus Travel And Tours Company Limited|ဘစ်စနက် ပလပ်(စ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2834/2012-2013|08-10-2020||
Zoom Myanmar Travels & Tours Company Limited|ဇွမ်းမြန်မာခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2879/2012-2013|11-10-2017||
Global Grace Travels & Tours Company Limited|တကမ္ဘာလုံးဆိုင်ရာ တင့်တယ်ခြင်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3337/2012-2013|13-11-2020||
Kaung Set Nyi Nyi Travels & Tours Company Limited|ကောင်းဆက်ညီညီ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|3002/2012-2013|18-10-2020||
Golden Oo Wi Sa Ra Travels & Tours Company Limited|ဂိုလ်းဒင်းဦးဝိစာရ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|3075/2012-2013|23-10-2017||
Yadanar Pwint Travels & Tours Company Limited|ရတနာပွင့် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2800/2012-2013|07-10-2017||
Yang Sisters Travel & Tours Company Limited|ရမ်း ညီအမများ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3027/2012-2013|21-10-2020||
Lovely Way Travels & Tours Company Limited|လပ်ဗလီးဝေး ထရာဗဲ(လ်)အန်တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2985 /2012-2013|17-10-2020||
Myanmar Paradise Voyage Travels & Tours Co., Ltd.|မြန်မာသုခဘုံခရီးရှည်လုပ်ငန်း ကုမ္ပဏီလီမိတက်|2486/2012-2013|18-09-2015||
Myat Shwin Shwin Lann Travels & Tours Co., Ltd.|မြတ်ရွှင်ရွှင်လန်းခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2213/2012-2013|02-09-2015||
Hospitable Myanmar Travel & Tour Company Limited|ဖော်ရွေပျူငှာ ပြည်မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2980 /2012-2013|17-10-2017||
Mercator Travels & Tours Company Limited|မာကေတာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2912/2012-2013|14-10-2017||
Ok Discovery Travels & Tours Company Limited|အိုကေဒစ်(စ်) ခါဗာရီ ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီလီမိတက်|2801/2012-2013|07-10-2020||
Fairy Tales International Travel And Tour  Company  Limited|နတ်သမီးပုံပြင်များ အပြည်ပြည်ဆိုင်ရာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2938/2012-2013|15-10-2020||
Yuya Travels & Tours Company Limited|ယုယ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2719/2012-2013|01-10-2017||
Ivisit  Travels  &  Tours  Company  Limited|အိုင်ဗစ်ဇစ်(ထ်) ထရားဗဲ(လ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2904/2012-2013|14-10-2017||
Royal Sunset Travels & Tours Services Company Limited|တော်ဝင် ဆည်းဆာ ခရီးသွား ဝန်ဆောင်မှု ကုမ္ပဏီလီမိတက်|2910/2012-2013|14-10-2017||
Best Holiday Travels & Tours Company Limited|ဘက်(စ်ထ်)ဟောလီးဒေး ထရားဗဲ(လ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီလီမိတက်|2929/2012-2013|15-10-2020||
Four Colour Travel & Tour Company Limited|လေးရောင်ခြယ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2702/2012-2013|01-10-2017||
Go Go Star Travels & Tours Company Limited|ဂိုး ဂိုး စတား(ရ်) ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2844/2012-2013|09-10-2020||
I Tour Travels & Tours Company Limited|အိုင် တိုး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2849/2012-2013|09-10-2017||
Myanmar Eco Travels & Tours Company Limited|မြန်မာအီကို ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2953/2012-2013|16-10-2020||
Tun Tun Win Travel & Tours Company Limited.|ထွန်းထွန်းဝင်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2706/2012-2013|01-10-2017||
Shwe Pan Travels & Tours Company Limited|ရွှေပန် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3200/2012-2013|04-11-2020||
Gold Lotus Travels & Tours Company Limited|ရွှေကြာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3066/2012-2013|23-10-2020||
Magnolia Myanmar Travels & Tours Company Limited|တတိုင်းမွှေး မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3142/2012-2013|31-10-2020||
Positive Travel & Tour Company Limited.|ပေါ့စတစ် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2671/2012-2013|30-10-2020||
Sweet Smile Travels & Tours Company Limited|ဆွိ စမိုင်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2659/2012-2013|27-09-2020||
Great Nation Travels & Tours Company Limited|ဂရိတ်(ဒ်) နေးရှဲ(န်) ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4526/2012-2013|24-01-2018||
New Era Tenet Travels & Tours Company Limited|နယူး အီ(ယ)ရာ တဲနစ်(ထ်) ထရားဗဲ(လ်စ်)အဲ(န်)တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2733/2012-2013|02-10-2017||
Mahar Win Travels & Tours Company Limited|မဟာဝင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2603/2012-2013|25-09-2017||
Golden Moon House Travels & Tours Company Limited|ရွှေလမင်းအိမ်ခရီးသွား ကုမ္ပဏီ လီမိတက်|2488/2012-2013|10-12-2020||
Shangrila Adventure Myanmar Travels & Tours Company Limited|ရှန်ဂဂရီလာအက်ဒဗန်းချားမြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2477/2012-2013|20-03-2021||
Fair & Smile (family) Travels And Tours Company Limited|ဖဲရ်အင်စမိုင်း (မိသားစု)ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2495/2012-2013|18-09-2017||
Precious Myanmar Travel & Tours Company Limited|ပရဲ့ရှပ်(စ်)မြန်မာ ထရားဗဲ(လ်)အင်(န်)တိုး(စ်) ကုမ္ပဏီလီမိတက်|2676/2012-2013|30-09-2020||
Myanmar Frontiers Travel & Tours Company Limited|မြန်မာနယ်စပ်ဒေသများ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2530/2012-2013|20-09-2020||
Tane Hlwar Phyu Travels & Tours Company Limited.|တိမ်လွှာဖြူ ခရီးသွား ကုမ္ပဏီ လီမိတက်|822/2012-2013|03-06-2015||
Make A Trip Travel & Tours Company Limited|မေ့(က်)အေထရစ်(ပ်)ထရားဗဲ(လ်)အင်(န်)တိုး(စ်) ကုမ္ပဏီလီမိတက်|218/2008-2009|29-05-2020||
Chit Linn Myaing Travel & Tours Company Limited|ချစ်လင်းမြိုင် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2372/2012-2013|11-09-2020||
Great First Travels & Tours Co,ltd|ပထမအကောင်းဆုံးခရီးသွွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|2448/2012-2013|13-09-2015||
Asia Boutioue Travel & Tours Co., Ltd|အာရှခေတ်ဆန်သားနားသော ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ|2434/2012-2013|13-09-2015||
Unique Alliance Travels & Tours Company Limited.|အနှိုင်းမဲ့ မဟာမိတ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2766/2012-2013|04-10-2017||
Login Myanmar Travels & Tours Company Limited|လော့အင်(န်)မြန်မာခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2535/2012-2013|20-09-2020||
X Press Travel & Tours Company Limited|အိတ်(ချ်)ပရက်(စ်)ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|2412/2012-2013|12-09-2015||
The First City Travels & Tours Company Limited|သည်ဖတ်(စ်)စီးတီးထရားဗဲ(လ်စ်)အင်(န်)တိုး(စ်) ကုမ္ပဏီလီမိတက်|2355/2012-2013|11-09-2020||
Sakura Kankou Travels & Tours Company Limited|ဆာကူရာခန်းကိုး ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2460/2012-2013|16-09-2020||
New Throne Travels & Tours Co., Ltd|နန်းသစ်စံ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2376/2012-2013|12-09-2015||
One Myanmar Travel & Tours Company Limited|ဝမ်းမြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2438/2012-2013|13-09-2020||
Kyaw Moe Win Travel & Tours Company Limited|ကျော်မိုးဝင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2260/2012-2013|04-09-2020||
Impact Myanmar Travels & Tours Company Limited|အင်ပက် မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2334/2012-2013|10-09-2020||
Reign Travels & Tours Co., Ltd.|သြဇာခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|4355/2011-2012|15-03-2015||
Good To Go Travels & Tours Company Limited|ဂွတ်(ဒ်)တူးဂိုး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လိမိတက်|2315/2012-2013|08-09-2020||
Shining Mosaic Tours Myanmar Co., Ltd.|တောက်ပသောမိုးဇက်တိုးစ်မြန်မာ ကုမ္ပဏီ လီမိတက်|2310/2012-2013|09-09-2015||
Greatest First Travels & Tours Company Limited|ပထမအကောင်းဆုံး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2448/2012-2013|13-09-2017||
Amazing Oriental Travels & Tours Company Limited|အမေးဇင်း အိုရိယဲ့(န်)တဲ(လ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2280/2012-2013|06-09-2020||
Hantharwaddy Dynasty Travels & Tours Company Limited|ဟံသာဝတီဒိုင်နဲ့စတီခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|2285/2012-2013|06-09-2020||
Colourful Journey Travel & Tours Company Limited|ရောင်စုံခရီးစဉ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2173/2012-2013|30-08-2020||
Star Zone Travels & Tours Company Limited|စတားဇုန် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2265/2012-2013|05-09-2020||
S & B Travels & Tours Company Limited|အက်(စ်)အင်(န်)ဘီခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|2152/2012-2013|03-08-2020||
Flowery Land  Travels & Tours Company Limited|ပန်းများပွင့်သောမြေ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2241/2012-2013|04-09-2020||
Po Mo Hein Travel & Tours Co., Ltd.|ပိုမိုဟိန်း ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2195/2012-2013|30-08-2015||
Landmark Myanmar Travels & Tours Company Limited|မြန်မာမှတ်တိုင်ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|2162/2012-2013|29-08-2020||
New Explorer Travel & Tours Company Limited|နယူးအိပ်(စ်)ပလိုရာ ခရီးသွား ကုမ္ပဏီ လီမိတက်|2140/2012-2013|28-08-2020||
Fly To World Travel & Tours Company Limited|ကမ္ဘာသို့ပျံသန်းခြင်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2057/2012-2013|22-08-2020||
Myanmar Connection Travels & Tours Company Limited|မြန်မာ ဆက်သွယ်ခြင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2022/2012-2013|21-08-2020||
W Travels & Tours Co,.ltd.|ဒဗလျူ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1984/2012-2013|20-08-2015||
Sky Comet Travel & Tours Co;ltd.|ကြယ်တံခွန်ကောင်းကင်ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1979/2012-2013|19-08-2015||
Myanma Trip Travel & Tours Co., Ltd.|မြန်မာ့ ခရီးစဥ် ခရီးသွား ကုမ္ပဏီ လီမိတက်|1862/2012-2013|12-08-2015||
Myanmar Hill Lodges Travels & Tours Company Limited|မြန်မာ ဟေးလ် လော်ဂျက်စ် ထရားဗဲလ် အင်န် တိုး ကုမ္ပဏီ လီမိတက်|1913/2012-2013|14-08-2020||
City Direct  Travel & Tour Company Limited|‌မြို့တော်ဒါရိုက်ခရီးသွားဝန်ဆောင်မှုလုပ်ငန်းကုမ္ပဏီ လီမိတက်|1744/2012-2013|02-08-2020||
H.m.t Tourism Company Limited|အိပ်(ချ်)အမ်တီခရီးသွား လုပ်ငန်း ကုမ္ပဏီလီမိတက်|1897/2012-2013|14-08-2020||
Savoie Myanmar Travels & Tours Company Limited|ဆဗွိုင် မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1877/2012-2013|13-08-2020||
Asia Milestone Travel & Tours Company Limited|အာရှမှတ်တိုင်ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|1621/2012-2013|25-07-2020||
One Best Myanmar Travels & Tours Co.,ltd.|ဝမ်းဘတ်(စ်)မြန်မာခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|1902/2012-2013|14-08-2015||
Pearl Gate Travels & Tours Company Limited|ပုလဲတံခါး ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1899/2012-2013|14-08-2015||
World Myanmar Travels & Tours Company Limited|ကမ္ဘာ့ မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1874/2012-2013|13-08-2020||
Mandalar Charm Travels & Tours Company Limited|မန္တလာ ချမ်းမြေ့ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1821/2012-2013|08-08-2020||
Scenic Gateway Travels & Tours Company Limite|ရှုခင်းသာ၀င်ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|1848/2012-2013|08-08-2020||
Vega & Mira Tourism Company Limited|ဗီဂါအဲန်ဒ်ဗစ်ဂါအဲန်ဒ်မီရာ တူး(ဝါ))ရစ်ဇဲမ်ကုမ္ပဏီလီမိတက်|1854/2012-2013|09-08-2017||
Hello Myanmar Travels & Tours Co.,ltd.|ဟယ်လိုမြန်မာခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1825/2012-2013|08-08-2015||
Shan Taung Tan Cherry Travels & Tours Co., Ltd.|သျှမ်းတောင်တန်းချယ်ရီ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|496/2012-2013|13-05-2015||
Asia Universal Travels & Tours Company Limited|အာရှယူနီဗာဆယ် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1773/2012-2013|06-08-2020||
White Culture Travels & Tours Company Limited|အဖြူရောင်ယဉ်ကျေးမှုခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1787/2012-2013|06-08-2017||
Ancient Bagan Travels & Tours Co., Ltd|ရှေးဟောင်းပုဂံ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1779/2012-2013|06-08-2015||
Hlaing Myanmar Travels & Tours Company Limited|လှိုင်မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1661/2012-2013|09-03-2021||
Golden Pearl Myanmar Travels & Tours Company Limited|မြန်မာရွှေပုလဲခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1737/2012-2013|31-07-2020||
Golden Ayeyarwaddy Travels & Tours Company Limited|ဂိုးလ်ဒဲန် ဧရာဝတီ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1725/2012-2013|31-07-2020||
Treasure Ace Travels & Tours Company Limited|ထရက်ရှာအေ့(စ်)ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1673/2012-2013|26-08-2020||
Leisure Travel & Tours Company Limited|လဲရှား ထရားဗဲလ် အန် တိုးစ် ကုမ္ပဏီ လီမိတက်|1703/2012-2013|30-07-2020||
Alpha Bravo Travels & Tours Co., Ltd|အဲလ်(ဖာ)ဗရာဗိုး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1623/2012-2013|25-07-2015||
Tungapur Travel & Tours Company Limited|တုံဂပူရိခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1606/2012-2013|24-07-2020||
Ever Green Area (eva) Travel & Tours Co.,ltd|အမြဲစိမ်းသောနယ်မြေ (အီးဗွီအေ) ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1617/2012-2013|24-07-2015||
Yar Pyae Thu Kha Travel & Tours Co., Ltd.|ရာပြည့်သုခခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1579/2012-2013|23-07-2015||
Thi Lai Travel & Tours Co.,ltd.|ထိုင်လိုင်ခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|1559/2012-2013|22-07-2015||
Friends Of Nature Travels & Tours Company Limited|သဘာဝ၏ မိတ်ဆွေများ ခရီးသွား ကုမ္ပဏီ လီမိတက်|1578/2012-2013|23-07-2020||
A.p.s Travels & Tours Co., Ltd|အေပီအက်(စ်)ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1289/2012-2013|02-07-2015||
See Myanmar Travels & Tours Co.,ltd.|ရှုလှည့်မြန်မာခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|1508/2012-2013|17-07-2015||
Pyone Piti Travel & Tours Co.,ltd.|ပြုံးပီတိ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1521/2012-2013|19-07-2015||
New Island Travels & Tours Co., Ltd|နယူးအိုင်းလန်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1496/2012-2013|17-07-2015||
Tun Toe Travels & Tours Company Limited|ထွန်းတိုးခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|604/2010-2011|20-07-2020||
Tour Gallery Travels & Tours Co., Ltd.|ခရီးသွားပြခန်းခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|509/2010-2011|04-07-2020||
Treasure Families Travel & Tours Co.,ltd.|ရတနာမိသားစုများခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|145/2011-2012|26-04-2013||
Trails Of Myanmar Travels & Tours Company Limited|မြန်မာလမ်းကြောင်းများခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|2687/2010-2011|27-03-2013||
Tremendous Travel & Tours Company Limited|သာလွန်ကောင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|844/2011-2012|13-06-2016||
Orchid World Travels & Tours Co.,ltd|သစ်ခွကမ္ဘာခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|1479/2012-2013|16-07-2015||
Crescent Moon Travels & Tours Company Limited|ကရီးစင့်-တ်မွန်းခရီးသွားလာရေးကုမ္ပဏီလီမိတက်|1142/2012-2013|24-06-2020||
Chaw Su See Sein San Travels & Tours Co.,ltd.|ချောစုစည်းစိမ်စံ ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1171/2012-2013|25-06-2015||
Myanmar Escapade Travel & Tours Company Limited|မြန်မာအက်ကပက်ဒ်ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1399/2012-2013|09-07-2020||
8 Day Hotel & Tourism Group Company Limited|၈ ရက် ဟိုတယ်နှင့် ခရီးသွားလာရေး လုပ်ငန်းစု ကုမ္ပဏီ လီမိကတ်|1430/2012-2013|11-07-2020||
Asia Paradise Travel & Tour Company Limited|အာရှပါရာဒိုက်(စ်)ထရားဗဲလ်အင်တိုး(လ်)ကုမ္ပဏီ လီမိတက်|918/2012-2013|10-06-2015||
Hta Ba Kaw Travels & Tours Company Limited|ထဘာကော် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1393/2012-2013|08-07-2015||
Glittering Myanmar Travels & Tours Co,ltd|လင်းလက်မြန်မာခရီးသွားလာရေးကုမ္ပဏီ လီမိတက်|1276/2012-2013|01-07-2015||
Golden Mother River Travels & Tours Co., Ltd|ရွှေမိခင်မြစ် ခရီးသွား ကုမ္ပဏီ လီမိတက်|1376/2012-2013|05-07-2015||
Think Asia Travel & Tours Co.,ltd.|အာရှစိတ်ကူးခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1307/2012-2013|02-07-2020||
Noah Travels & Tours Co., Ltd|နော်ရာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1336/2012-2013|04-07-2015||
Ngwe Phone Yaung Travel & Tours Co,.ltd|ငွေဘုန်းရောင်ခရီးသွားလာရေးကုမပ္ပဏီီလီမိတက်|1322/2012-2013|03-07-2015||
Sanctuary Travels  &  Tours Co.,ltd.|ဆန်ကျူရာရီ ခရီးသွား ကုမ္ပဏီ လီမိတက်|1331/2012-2013|03-07-2020||
H & N Travels & Tours Co., Ltd.|အိတ်(အန်)အန် ခရီးသွား ကုမ္ပဏီ လီမိတက်|1186/2012-2013|26-06-2015||
Mahar Zaw Gti Travels & Tours Company Limited|မဟာဇော်ဂျီခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1018/2012-2013|14-06-2020||
Golden Silk Road Travels & Tours Company Limited|ရွှေရောင်ပိုးလမ်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1258/2012-2013|09-07-2020||
Thukha Chanthar Kyaw Travels & Tours Co.,ltd.|သုခချမ်းသာကျော်ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1062/2012-2013|18-06-2015||
Special Trip International Travel & Tours Co., Ltd.|စပါယ်(လ်)ရှယ် ထရစ် အင်တာနေရှင်နယ် ထရားဗဲ(လ်စ်)အင်(န်)တိုး(စ်)ကုမ္ပဏီလီမိတက်|1119/2012-2013|21-06-2015||
Fantastic Journey Tour Co., Ltd.|ဖဲ(န်)တဲ့(စ်)တစ်(က်) ဂျားနီး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1184/2012-2013|26-06-2015||
Ancient Asia Travels & Tours Co., Ltd|ရှေးဟောင်းအာရှ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1149/2012-2013|24-06-2015||
Unique Beautiful Myanmar Travels & Tours Co,.ltd|အတုမရှိ လှပသော ြမန်မာခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|1013/2012-2013|14-06-2015||
Silk Sky Travels & Tours Co.,ltd.|ပိုးသားကောင်းကင် ခရီးသွားလာရေးကုမ္ပဏီ လီမိတက်|1107/2012-2013|20-06-2015||
Eloquent Myanmar Travel & Tour Co.,ltd|ယဉ်ကျေးပျူငှာ မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1071/2012-2013|19-06-2020||
Journey Star Travels & Tours Co., Ltd.|ဂျာနီစတား ခရီးသွားကုမ္ပဏီလီမိတက်|1077/2012-2013|19-06-2020||
Lucky Smile Happy Net International Travels & Tours Company Limited|ကံကောင်းသောအပြုံးပျော်ရွှင်ဖွယ်ကွန်ယက်အပြည်ပြည်ဆိုင်ရာခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|1032/2012-2013|17-06-2020||
Myanmar Nandar Travels & Tours Co.,ltd.|မြန်မာနန္ဒာခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|820/2012-2013|03-06-2015||
Multi Force Travels & Tours Co.,ltd.|ဘက်စုံစွမ်းအားခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3668/2011-2012|31-01-2020||
V Link Travels & Tours Co,.ltd|ဗီလင့်ခ် ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီလီမိတက်|951/2012-2013|12-06-2015||
Golden Pass Travels & Tours Company Limited|ရွှေလက်မှတ် ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|946/2012-2013|12-06-2020||
Jade Castle Travels & Tours Company Limited|ကျောက်စိမ်းရဲတိုက် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|954/2012-2013|12-06-2020||
Pt& Mm Travels & Tours Co., Ltd.|ပီတီအင်န်အမ်အမ်ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|775/2012-2013|30-05-2015||
Pyramid  Yangon Travels & Tourism Co., Ltd.|ပိရမစ်ရန်ကုန် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|4302/2012-2013|12-03-2015||
Princess Irrawaddy Travels & Tours Company Limited|ဧရာဝတီမင်းသမီး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|591/2012-2013|21-05-2017||
Asia Best Getways Travels & Tours Co., Ltd|အေးရှားဘက်စ်(ဒ်)ဂတ်(ဒ်)အဝေး(စ်) ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|905/2012-2013|10-06-2015||
