Wings & Wheels Travels & Tours Company Limited|ဝင်း(န်)(စ်) အင်(န်) ဝှီး(လ်)(စ်) ခရီးသွား ကုမ္ပဏီ လီမိတက်|1464/2014-2015|18-06-2019||
Pleasant Times Travels & Tours Company Limited|ချမ်းမြေ့ချိန်လေးများ ခရီးသွား ကုမ္ပဏီ လီမိတက်|1427/2014-2015|16-06-2019||
Maw Shwe Kyaw Travels & Tours Company Limited|မော်ရွှေကျော် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1541/2014-2015|23-06-2019||
A Pleasant Myanmar Travel & Tours Company Limited|အေ ပလဲဇဲ့(န်တ်) မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|1301/2014-2015|10-06-2019||
Tourbox Travels & Tours Company Limited|တိုးဘောက်(စ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1455/2014-2015|17-06-2019||
Shwe Haw Nan Travels & Tours Company Limited|ရွှေဟော်နန်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1444/2014-2015|17-06-2019||
Holidays Planner Travels & Tours Company Limited|‌ဟောလီးဒေး ပလန်နာ ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|1158/2014-2015|04-06-2019||
Travel Prince Travels & Tours Company Limited|ခရီးသွား မင်းသား ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1367/2014-2015|12-06-2019||
Global Vacation Tourism Services Company Limited|ကမ္ဘာ့ ခရီးသွား ဝန်ဆောင်မှု လုပ်ငန်း ကုမ္ပဏီ လီမိတက်|1162/2014-2015|04-06-2019||
In Bloom Travels & Tours Company Limited|အင် ဘလွန်း(မ်) ထရားဗဲ(လ်စ်) အင်(န်)တိုး(စ်) ကုမ္ပဏီ လီမိတက်|1072/2014-2015|01-06-2019||
Travel Go Travels & Tours Company Limited|ထရားဗဲ(လ်) ဂိုး ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2548/2014-2015|19-08-2019||
Beautiful Mind Travel & Tour Company Limited.|စိတ်အလှ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|990/2014-2015|27-05-2019||
Trip To Asia House Myanmar Tour Company Limited|ထရစ်(ပ်) တူ အာရှ ဟောက်(စ်) မြန်မာ တိုး ကုမ္ပဏီ လီမိတက်|892/2014-2015|21-05-2019||
Thein Kha Thu Travels & Tours Company Limited|သိင်္ခသူ ခရီးသွား ကုမ္ပဏီ လီမိတက်|819/2014-2015|19-05-2019||
Equator Travels & Tours Company Limited|အီကွေတာ ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2176/2014-2015|30-07-2019||
Alluring Nature Travels & Tours Company Limited|အလျူးဝါးရင်း နေချား ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|719/2014-2015|14-05-2019||
Go Myanmar Travels & Tours Company Limited|ဂိုး မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|522/2014-2015|05-05-2019||
Asia Conqueror Travels & Tours Company Limited|အာရှ ကော(င်)ကားရာ(ရ်) ထရားဗဲ(လ်)(စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|472/2014-2015|01-05-2019||
Crystal World Travel Tours & Services Company Limited|ခရစ်(စ်)တဲ(လ်) ဝါး(လ်ဒ်) ထရားဗဲ(လ်) တိုး(စ်) အင်(န်) ဆားဗစ်(စ်) ကုမ္ပဏီ လီမိတက်|515/2014-2015|04-05-2019||
Creative Holidays Travels & Tours Company Limited.|ခရီရေးတစ်(ဗ်)ဟောလီးဒေး(စ်) ကုမ္ပဏီ လီမိတက်|344/2014-2015|24-04-2019||
Taiyo Travels & Tours Company Limited|ထိုင်ရို ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|310/2014-2015|23-04-2019||
Mya Ohmar Travel & Tours Company Limited|မြဥမ္မာ ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|303/2014-2015|23-04-2019||
Miraculous Myanmar Travel & Tours Company Limited|မီယာကြူးလီယက် မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|343/2014-2015|24-04-2019||
Win & Yu Travels & Tours Group Of Companies Limited|ဝင်း အင်န် ယု ဂရု အော့(ဖ်) ကုမ္ပဏီ လီမိတက်|156/2014-2015|07-04-2019||
Top Trust Travel And Tours Company Limited|အမြင့်ဆုံး အောင်မြင်မှု ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|167/2014-2015|07-04-2019||
Glorious Bagan Travel And Tour Company Limited|ဂလိုးရီးယပ်(စ်) ပုဂံ ခရီးသွား ကုမ္ပဏီ လီမိတက်|45/2014-2015|01-04-2019||
Acaciaford Travels & Tours Company Limited|အကေးရှားဖို့ဒ် ထရားဗဲ(လ်)အင်(န်)တိုး(စ်) ကုမ္ပဏီ လီမိတက်|6111/2013-2014|30-03-2019||
Myanmar Golden Glorious Travels & Tours Company Limited|မြန်မာ ဂိုးဒင်း ဂလိုးရီးရက်(စ်) ထရားဗဲ(လ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|6084/2013-2014|27-03-2019||
Aurora Monsoon Travels & Tours Company Limited|အော်ရိုရာ မွန်း(န်)ဆွန်း(န်) ထရားဗဲ(လ်) အင်န် တိုးစ် ကုမ္ပဏီ လီမိတက်|48/2014-2015|01-04-2019||
Golden Allamanda Travel & Tours Company Limited|ရွှေရောင် ရွှေခရားပန်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|5861/2013-2014|12-03-2019||
Gabar Sopyay Travels & Tours Company Limited|ကမ္ဘာစိုပြေ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5824/2013-2014|11-03-2019||
Pyu Land Travel & Tour Company Limited|ပျူနိုင်ငံ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5811/2013-2014|11-03-2019||
Myanmar Eleven Stars Travels & Tours Company Limited|မြန်မာကြယ်စင် ဆယ်တစ်ပွင့် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5893/2013-2014|13-03-2019||
Myanmar Islands Scuba Diving Travels & Tours Company Limited|မြန်မာ ကျွန်းများ ရေငုပ်ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5891/2013-2014|13-03-2019||
Buffalo Tours Myanmar Co., Ltd.|Buffalo Tours Myanmar Co., Ltd.|550fc/2013-2014|10-10-2018||
Integrated Customer Services Travels & Tours Company Limited|Iစုစည်းထားသောဧည့်သည်များအား ဝန်ဆောင်မှုပေးသော ခရီးသွား ကုမ္ပဏီ လီမိတက်|8fc/2010-2011|01-09-2015||
Castor Trade & Tours Company Limited.|ကတ်(စ်)တာ ထရိတ်အင်(န်)တိုး(စ်)ကုမ္ပဏီ လီမိတက်|5736/2013-2014|05-03-2019||
Real Treasure Travels & Tours Company Limited|ရီယယ်ထရယ်ရှား ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5683/2013-2014|02-03-2019||
Asia Travel Designers Travel & Tour Company Limited|အာရှခရီးသွားဒီဇိုင်နာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5622/2013-2014|26-02-2019||
Golden Moments (gm) Travels & Tours Company Limited|ရွှေရောင်ကာလများ(ဂျီအမ်) ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|5647/2013-2014|27-02-2019||
Successful Asia Travels & Tours Company Limited|အောင်မြင်သော အာရှ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5599/2013-2014|25-02-2019||
T Z K Hotel & Tours Company Limited|တီ၊ ဇက်၊ ကေ ဟိုတယ် နှင့် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5899/2013-2014|16-03-2019||
Oaz  Travels & Tours Co.,ltd.|Oaz  Travels & Tours Co.,ltd.|494/2013-2014|10-07-2018||
Galaxy Vacation Travels & Tours Company Limited|ဂလက်စီ ဗက်ကေးရှင်း ထရယ်ဗယ်စ် အန် တိုးစ် ကုမ္ပဏီ လီမိတက်|5649/2013-2014|27-02-2019||
Myanmar Trails  Of Indochina Travels & Tours Co., Ltd.|Myanmar Trails  Of Indochina Travels & Tours Co., Ltd.|048/2012-2013|17-01-2018||
Utour Travel Company Limited|ယူတိုး ထရားဗဲလ် ကုမ္ပဏီလီမိတက်|444fc/2012-2013|28-02-2018||
Twin Lotus Travel & Tours Company Limited|တွင်းလိုတပ်(စ်) ခရီးသွား ကုမ္ပဏီ လီမိတက်|5518/2013-2014|20-02-2019||
Tourister Hub Travels & Tours Company Limited|တိုးရစ်စတား ဟတ်(ဘ်) ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5385/2013-2014|13-02-2019||
Shwe Yin Taw Upper Myanmar Group Travels & Tours Company Limited|ရွှေယင်းတော် အပ်ပါးမြန်မာ ဂရု(ပ်) ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|1549/2014-2015|23-06-2019||
Authentic Pagoda Land Travels & Tours Company Limited|အော်သဲ(န်)တစ်(ခ်) ပဂိုးဒါး လဲ(န်ဒ်) ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|5455/2013-2014|18-02-2019||
Eastern Shining Star Travel & Tours Company Limited|အရှေ့လင်းလက် ကြယ် ခရီးသွား ကုမ္ပဏီ လီမိတက်|5277/2013-2014|05-02-2019||
Myanmar Lovely Travels & Tours Company Limited|မြန်မာနှစ်သက်ဖွယ်ရာခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5464/2013-2014|18-02-2019||
Golden New Day Travel & Tour Company Limited|ရွှေနေ့သစ် ခရီးသွားလာရေး  ကုမ္ပဏီ လီမိတက်|5256/2013-2014|04-02-2019||
Ah Swe Taw Travels & Tours Company Limited|အဆွေတော် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5267/2013-2014|05-02-2019||
Myanmar Ivory Land Travels & Tours Company Limited|မြန်မာ ဆင်စွယ်မြေ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5765/2013-2014|06-03-2019||
Tiki Tour Company Limited|တီကီ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5204/2013-2014|02-02-2019||
M Star Destiny Holidays Travel & Tours And Service Company Limited|အမ် စတား ဒက်စ်တင်နီ ဟောလီးဒေးစ် ထရဲဗဲလ် အဲန် တူး(ဝါး)စ် အဲန် ဆာ့ဗစ္စ် ကုမ္ပဏီလီမိတက်|2987/2014-2015|10-09-2019||
Forever Travel & Tours Company Limited|ထာဝရ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|5116/2013-2014|27-01-2019||
Birmania Adventures Travels & Tours  Company Limited|ဗာမေးနီးယား အတ်ဗန်းချား ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5252/2013-2014|04-02-2019||
Asia Scenery Travel & Tours Company Limited|အာရှ စင်နရီ ထရားဗဲလ် အန် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|5015/2013-2014|21-01-2019||
Maha Bodhi International Travel & Tour Company Limited|မဟာဗောဓိ အပြည်ပြည်ဆိုင်ရာ ခရီးသွား ကုမ္ပဏီ လီမိတက်|5465/2013-2014|18-02-2019||
Golden Seven Pots Travels & Tours Company Limited|ရွှေအိုးခုနှစ်လုံး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|5130/2013-2014|28-01-2019||
Going Green Travels & Tours Company Limited|ဂိုးရင်း ဂရင်း ထရားဗဲ(လ်)(စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|5012/2013-2014|21-01-2019||
Ayergingar Travels & Tours Company Limited|ဧရာဂင်္ဂါ ထရားဗဲ(လ်)(စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4952/2013-2014|16-01-2019||
The Wheel Travels & Tours Company Limited|လှည်းဘီး ခရီးသွားလာရေး  ကုမ္ပဏီ လီမိတက်|4825/2013-2014|09-01-2019||
R A K Travel & Tours Company Limited|အာ အေ ကေ ထရားဗဲလ် အင်(န်) တိုး ကုမ္ပဏီ လီမိတက်|4836/2013-2014|12-01-2019||
Yangon Rainbow Travel & Tour Company Limited|ရန်ကုန် သက်တန့် ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|4803/2013-2014|08-01-2019||
W.b.w Travel & Tours Company Limited|ဒဗလျူ.ဘီ.ဒဗလျူ ထရားဗဲလ် အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4875/2013-2014|13-01-2019||
Myan Tour Company Limited|မြန်တိုး ကုမ္ပဏီ လီမိတက်|4922/2013-2014|15-01-2019||
The Continent Of Asia Travels & Tours Co., Ltd.|The Continent Of Asia Travels & Tours Co., Ltd.|9fc/2011-2012|22-08-2016||
Authentic Myanmar Travels & Tours Company Limited|ရိုးရှင်းသော မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|846/2011-2012|02-07-2014||
Asia Holidays Travels & Tours Co.,ltd.|Asia Holidays Travels & Tours Co.,ltd.|26fc/2000-2001|10-08-2005||
Sai Royal Family Travels & Tours Company Limited|စိုင်း ရွိုင် ယဲလ် ဖယ်မလီ ထရားဗဲလ်(စ်) အင် တိုး(စ်)  ကုမ္ပဏီ လီမိတက်|4849/2013-2014|12-01-2019||
Grand Holidays Travels & Tours Company Limited|ဂရင်း(န်)ဟောလီးဒေး ခရီးသွား ကုမ္ပဏီ လီမိတက်|4753/2013-2014|06-01-2019||
Travex Travels & Tours Co., Ltd.|Travex Travels & Tours Co.,  Ltd.|320fc/2012-2013|09-09-2023||
Kyaw Summit Tour & Travels  Company Limited|ကျော်ထိပ်တန်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|5053/2013-2014|23-01-2019||
Than Cho Lay Travel & Tours Company Limited|သန်းချိုလေး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4635/2013-2014|29-12-2018||
Fair And Equal Travels & Tours Company Limited|ဖဲယား အန် အီကွား(လ်) ထရားဗဲ(လ်) အန် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4617/2013-2014|26-12-2018||
Myanmar Tourism Federation|မြန်မာနိုင်ငံခရီးသွားလုပ်ငန်းအဖွဲ့ချုပ်|377/2013-2014|28-04-2018||
Aquamarine Ecotourism Development Company Limited|အကွာမရင်း အီကိုတိုရီဇင် ဒီဗဲ့လိုမင့် ကုမ္ပဏီ လီမိတက်|4581/2013-2014|23-12-2018||
Birmania Smiles Travels & Tours Company Limited|ဘာမီးနီးယား စမိုင်း(လ်စ်) ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4655/2013-2014|29-12-2018||
K . T . Aung Travels & Tours Company Limited|ကေ . တီ . အောင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4486/2013-2014|17-12-2018||
White Affection Travels & Tours Company Limited|အဖြူရောင်မေတ္တာ ထရားဗဲလ်(စ်)အင်(န်)တိုး(စ်) ကုမ္ပဏီလီမိတက်|4447/2013-2014|16-12-2018||
Royal Inlay Travel & Tours Company Limited|တော်ဝင်အင်းလေး ခရီးသွား ကုမ္ပဏီ လီမိတက်|4857/2013-2014|13-01-2019||
Shwethant Myanmar Travels & Tours Company Limited|ရွှေသန့် မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|4475/2013-2014|17-12-2018||
Myanma New Power International Travels & Tours Company Limited|မြန်မာ့ စွမ်းအားသစ် အပြည်ပြည်ဆိုင်ရာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4332/2013-2014|09-12-2018||
Dar L Eiman Travels & Tours Company Limited|ဒါ အယ်(လ်) အီမာန် ခရီးသွား ကုမ္ပဏီ လီမိတက်|4287/2013-2014|05-12-2018||
Myanmar Travel Times Travels & Tours Company Limited|မြန်မာ  ထရာဗား(ရ်) တိုင်း(စ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4374/2013-2014|11-12-2018||
Forever Top Travel & Tours Company Limited|ဖေါ်အဲဗား တော့(ပ်) ထရားဗဲ(လ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|4359/2013-2014|10-12-2018||
Unileisure Travels & Tours Company Limited|ယူနီလီးရှား ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|4248/2013-2014|04-12-2018||
Jame Phaw Nadi Travels & Tours Company Limited|ဂျိမ်းဖော နဒီ ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်||||
Blessed Land Travel & Tours Company Limited|ကောင်းချီးပေးရာ နယ်မြေ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3984/2013-2014|18-11-2018||
Nice Trip Holiday Travel & Tour Services Company Limited|ကောင်းမွန်သော အားလပ်ရက် ခရီးသွားဝန်ဆောင်မှု ကုမ္ပဏီ လီမိတက်|4495/2013-2014|18-12-2018||
Sun Moon Car Rental Services & Tours Company Limited|ဆန်းမွန်းကားအငှား၀န်ဆောင်မှုနှင့်ခရီးသွား  ကုမ္ပဏီ လီမိတက်|3970/2013-2014|17-11-2018||
Lynn Lett Shwe Yee (myanmar) Travel & Tours Company Limited|လင်းလက်ရွှေရည် (မြန်မာ) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|4502/2013-2014|18-12-2018||
Good Life Myanmar Travels & Tours Company Limited|ကောင်းမွန်သော မြန်မာ ဘဝ ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3771/2013-2014|04-11-2018||
Tour Galaxy Travel & Tour Company Limited|ခရီးသွား ကြယ်စင်စု ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3742/2013-2014|03-11-2018||
Beautiful Memories Travels & Tours Company Limited.|လှပသော အမှတ်တရများ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3743/2013-2014|03-11-2018||
Mon Development Travels & Tours Company Limited|မွန် ဖွံ့ဖြိုးရေးခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|3754/2013-2014|03-11-2018||
Shine Royal Nice Travels & Tours Company Limited|ရှိုင်း ရိုင်ရယ်နိုတ်စ် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3837/2013-2014|06-11-2018||
Tour Diamond Company Limited|စိန်လမ်းခရီး ကုမ္ပဏီ လီမိတက်|3691/2013-2014|30-10-2018||
Ken & Rose Travels & Tours Company Limited|ကဲ(န်) အင်(န်) ရို့(ဇ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3657/2013-2014|28-10-2018||
Kein Global Travels & Tours Company Limited|ကိန်း ဂလိုဘယ် ခရီးသွား ကုမ္ပဏီ လီမိတက်|3735/2013-2014|03-11-2018||
City Apex Travel & Tours Company Limited|ရှေ့ဆောင် မြို့တော် ခရီးသွားလာရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3595/2013-2014|23-10-2018||
Aye Khwar Nyo Travels & Tours Agency Company Limited|အေးခွါညို ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3603/2013-2014|24-10-2018||
Myanmar Si Sar Travels & Tours Company Limited|မြန်မာ ဆည်းဆာ ခရီးသွား ကုမ္ပဏီ လီမိတက်|3586/2013-2014|23-10-2018||
Otherland Travels & Tours Company Limited|အပ်ဿားလဲန်ဒ် ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက်|3556/2013-2014|22-10-2018||
Veronica Travel & Tour Company Limited|ဗီရိုနီကာ ခရီးသွား ကုမ္ပဏီ လီမိတက်|3492/2013-2014|16-10-2018||
Edin Star Travels & Tours Company Limited|ဧဒင် စတား ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3500/2013-2014|17-10-2018||
Right Myanmar Travels & Tours Company Limited|ရွိုက် မြန်မာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3451/2013-2014|14-10-2018||
Mingalar Thukha Travel & Tours Company Limited|မင်္ဂလာ သုခ ခရီးသွား ကုမ္ပဏီ လီမိတက်|3368/2013-2014|08-10-2018||
Phoenix Sun Travel & Tours Company Limited|ဖီးနစ် ဆန်း ထရားဗဲလ် အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|3245/2013-2014|02-10-2018||
Triple N Travel & Tours Company Limited.|ထရစ်ပယ် အန် ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|3191/2013-2014|30-09-2018||
Iasia Travel & Tour Company Limited|အိုင်အာရှ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3193/2013-2014|30-09-2018||
Green Dragon Travel & Tour Company Limited|ဂရင်းဒရယ်(လ်)ဂွန် ခရီးသွား ကုမ္ပဏီ လီမိတက်|3197/2013-2014|30-09-2018||
River Nmai Hka Travel & Tour Logistic Service Companny Limited|ရစ်ဗား(ရ်) အင်မိုင်ခ ထရဲဗဲ(လ်)နှင့် တိုး လော့ဂျစ်စတစ်ဆားဗစ် ကုမ္ပဏီလီမိတက်|3364/2013-2014|08-10-2018||
Journeys Princess Myanmar Travels & Tours Company Limited|ဂျားနီးစ် ပရင့်ဆက်စ် မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3465/2013-2014|14-10-2018||
Silk Trail Travels & Tours Company Limited|ပိုးသားလမ်းကြောင်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3298/2013-2014|06-10-2018||
Zenith Mandalay Travels & Tours Company Limited|ဇင်းနစ် မန္တလေးခရီးသွား ကုမ္ပဏီ လီမိတက်|3088/2013-2014|24-09-2018||
City Myanmar Travel & Tour Company Limited.|စီးတီး မြန်မာ ထရားဗဲ(လ်)အင်(န်)တိုး ကုမ္ပဏီ လီမိတက်|3252/2013-2014|02-10-2018||
Golden Clover Travels & Tours Company Limited|ဂိုးဒင်းကလိုဗာ ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|3181/2013-2014|29-09-2018||
Uk Starfish Myanmar Travel & Tours Company Limited|ယူကေစတားဖစ်မြန်မာ ခရီးသွား ကုမ္ပဏီ လီမိတက်|4842/2013-2014|12-01-2019||
Ccmcz Tours Company Limited.|စီစီအမ်စီဇက် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|3280/2013-2014|03-10-2018||
Highway Star Travel & Tour Company Limited|ဟိုင်းဝေး စတား ထရားဗဲ(လ်) အင်(န်) တိုး ကုမ္ပဏီ လီမိတက်|3248/2013-2014|02-10-2018||
Starjet  Uno  Travel  &  Tour  Company  Limited|ကြယ်စင် ဂျက် -၁ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|3065/2013-2014|23-09-2018||
Ancient Cities Flotilla Tourism Services Company Limited|အေးရှန် စီးတီး(စ်) ဖလော်တီလာ တူရဇင် ဆားဗစ်(စ်) ကုမ္ပဏီ လီမိတက်|3198/2013-2014|30-09-2018||
Alliance Myanmar Hinthar River Cruise Travel & Tours Company Limited|အလိုင်းယဲ့(န်စ်) မြန်မာ ဟင်္သာ ရစ်ဗား ခရူး(စ်) ထရားဗဲ(လ်) အင် တိုး(စ်) ကုမ္ပဏီ လီမိတက်|3023/2013-2014|19-09-2018||
Hermes Travel & Tours Company Limited|ခရီးသွားလာခြင်းနှင့်ဆိုင်သောဂရိနတ်မင်းကုမ္ပဏီလီမိတက်|3085/2013-2014|24-09-2018||
Myanma Golden Swan Travels & Tours Company Limited|မြန်မာ့ရွှေငန်း ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|3838/2013-2014|06-11-2018||
Idyllic  Myanmar Travels & Tours Company Limited.|အိုင်ဒိုင်းလစ်  မြန်မာ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2945/2013-2014|15-09-2018||
Thint Mate Swe Travels & Tours Company Limited.|သင့်မိတ်ဆွေ ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2960/2013-2014|16-09-2018||
Flying Kawthaung Travels & Tours Company Limited|ဖလိုင်ရင်း ကော့သောင်း ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2856/2013-2014|10-09-2018||
Noble Moon Travels  & Tours  Company Limited|မြင့်မြတ်သောလမင်း  ခရီးသွားလာရေး ကုမ္ပဏီလီမိတက်|2941/2013-2014|15-09-2018||
Eternal Outlook Travels & Tours Company Limited|ထာဝရ အမြင် ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2823/2013-2014|09-09-2018||
Vimyan Tour & Travel Limited|ဗီမြန် တိုး(လ်)အန်(န်)ထရားဗဲ(လ်) လီမိတက်|2834/2013-2014|09-09-2018||
National Acadamy For Tourism & Hospitality Company Limited|နေရှင်နယ် အကယ်ဒမီ ဖော် တိုရစ်ဇင် အန် ဟောစပီတယ်လတီ ကုမ္ပဏီ လီမိတက်|2820/2013-2014|08-09-2018||
Asian Elegant Travels & Tours Company Limited|အေးရှဲန် အလီးဂဲ့န်ထ် ထရဲဗဲလ်ဒ်စ် အဲန် တူး(ဝါး)စ် ကုမ္ပဏီ လီမိတက်|2808/2013-2014|08-09-2018||
The Sincere Smile Travels & Tours Company Limited|ဖြူစင်သော အပြုံး ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2723/2013-2014|03-09-2018||
Golden Feather Travels & Tours Company Limited|ဂိုး(လ်)ဒင်း(န်) ဖဲဿာ ထရားဗဲ(လ်စ်) အင်(န်) တိုး(စ်) ကုမ္ပဏီ လီမိတက်|2705/2013-2014|02-09-2018||
Co Co & You Travel & Tour Company Limited|ကိုကိုအင်(န်)ယူ ထရားဗဲလ်အင်(န်)တိုး ကုမ္ပဏီလီမိတက်|2604/2013-2014|27-08-2018||
With Us Travels & Tours Company Limited|ကျွန်ုပ်တို့နှင့်အတူ  ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2615/2013-2014|27-08-2018||
Swan Star Tour Company Limited|စွမ်းစတားတိုး ကုမ္ပဏီ လီမိတက်|2586/2013-2014|26-08-2018||
Zabu Thiha Travels & Tours Company Limited|ဇမ္ဗူ သီဟ ခရီးလှည့်လည်ရေးလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2574/2013-2014|26-08-2018||
Wooden Harp Travels And Tour Company Limited|သစ်သားစောင်း ခရီးသွားလာရေး ကုမ္ပဏီ လီမိတက်|2594/2013-2014|26-08-2018||
The Lins Travels & Tours Company Limited.|သည်လင်း(စ်) ခရီးသွားလုပ်ငန်း ကုမ္ပဏီလီမိတက်|2616/2013-2014|27-08-2018||
Maruthi Travels & Tours Company Limited|မာရုသီ ခရီးသွား ကုမ္ပဏီ လီမိတက်|2519/2013-2014|21-08-2018||
Myanmar Green Mountain Travels & Tours Company Limited|မြန်မာအစိမ်းရောင်တောင်တန်း ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2525/2013-2014|21-08-2018||
Any-ways Travel & Tours Company Limited|လိုရာခရီး-ခရီးသွားလုပ်ငန်း ကုမ္ပဏီ လီမိတက်|2770/2013-2014|05-09-2018||
